idx,CommunicationRound,TimeCost
1,0,Error,13.955717784522554
1,1,Error,0.15865922992673645
1,2,0.13407349586486816
1,3,Error,0.23916829730018527
1,4,Error,0.20614159948429386
1,5,0.16881418228149414
1,6,0.2389822006225586
1,7,Error,0.1851198873018716
1,8,0.2557961940765381
1,9,Error,0.5435422937029625
1,10,Error,0.8393984669448605
1,11,Error,0.23879533673875372
1,12,Error,0.49431319175009
1,13,Error,0.04000618305435915
1,14,0.26021432876586914
1,15,Error,0.4794230475470558
1,16,Error,0.028419009271391
1,17,0.20211529731750488
1,18,Error,0.2738250589223291
1,19,Error,0.32527904932339746
1,20,Error,0.2864721860634312
1,21,0.26758599281311035
1,22,Error,0.6684883754484636
1,23,Error,0.2145174845778896
1,24,Error,0.5592779683682519
1,25,Error,0.1426465589492574
1,26,Error,0.2176760668799144
1,27,Error,0.05606272665952646
1,28,Error,0.2101189305635807
1,29,0.3208603858947754
1,30,0.2841470241546631
1,31,0.245805025100708
1,32,Error,0.48824298411388733
1,33,Error,0.14844003303627099
1,34,Error,0.2038030332179348
1,35,Error,0.30300077595780833
1,36,0.1771993637084961
1,37,Error,0.18421744380062965
1,38,0.2900223731994629
1,39,Error,0.29580532346705757
1,40,Error,0.22557282206786802
1,41,0.3284027576446533
1,42,Error,0.7993575598640033
1,43,0.33601999282836914
1,44,Error,0.4109515187962715
1,45,Error,0.12534376512107864
1,46,Error,0.12716041533660213
1,47,Error,0.1768622003642797
1,48,0.26550912857055664
1,49,Error,0.603708732588547
1,50,0.2002253532409668
1,51,Error,0.8346803964155074
1,52,Error,0.265601662250382
1,53,0.19387531280517578
1,54,Error,0.35050211796014485
1,55,0.2733745574951172
1,56,0.18640851974487305
1,57,0.20130205154418945
1,58,Error,0.2005416066900669
1,59,0.2595789432525635
1,60,Error,0.37190532706193213
1,61,Error,0.6526879866300878
1,62,Error,0.2900977020485741
1,63,Error,0.08995198812702923
1,64,Error,0.6390227160332964
1,65,Error,0.6087200098935589
1,66,Error,0.3238245763091928
1,67,Error,0.47861374873742385
1,68,Error,0.21259316913052823
1,69,Error,0.2554916989276382
1,70,Error,0.4894358898144709
1,71,0.3883495330810547
1,72,Error,0.12009447187431861
1,73,Error,0.5926951440700472
1,74,Error,0.9380864014731872
1,75,Error,0.36392604835090075
1,76,Error,0.3911550587998485
1,77,0.3305039405822754
1,78,Error,0.21582653665670254
1,79,Error,0.3195528695294757
1,80,Error,0.12415600628806146
