idx,CommunicationRound,TimeCost
5,0,Error,8.822635502720395
5,1,Error,2.2169515322891087
5,2,Error,0.032167636150033894
5,3,Error,0.45250930843764914
5,4,Error,2.820279990492094
5,5,Error,3.3701912485051944
5,6,Error,0.09980257300191461
5,7,Error,0.9876695376566959
5,8,Error,0.8112078455199451
5,9,Error,1.5315640633497631
5,10,1.1537292003631592
5,11,Error,3.1112702714363727
5,12,Error,1.901021283123195
5,13,Error,0.9580241597583989
5,14,Error,2.3578468666605157
5,15,Error,2.9663031189542886
5,16,1.1273512840270996
5,17,Error,1.5294957803031082
5,18,Error,0.0786294747073423
5,19,Error,1.2502077475876199
5,20,Error,2.1486076717008187
5,21,Error,1.693403877110453
5,22,Error,2.470998452578891
5,23,Error,0.3649177002147365
5,24,Error,0.027818464429890867
5,25,1.1602468490600586
5,26,Error,2.894926649116172
5,27,Error,2.3171698805251615
5,28,Error,0.03518822611875379
5,29,1.1246614456176758
5,30,Error,1.1781762061744736
5,31,Error,2.182617993966419
5,32,Error,0.10179838393771483
5,33,Error,2.865936473704687
5,34,Error,0.729587376794805
5,35,Error,0.3837202931705486
5,36,1.1141018867492676
5,37,1.0512166023254395
5,38,Error,0.8295148873859414
5,39,Error,2.60862198824827
5,40,Error,1.5783442249849393
5,41,Error,0.8610166265561404
5,42,Error,3.0294279974738183
5,43,Error,1.707405377823369
5,44,Error,1.700622344563649
5,45,Error,2.1560038191528896
5,46,Error,1.0957152298344892
5,47,1.1262390613555908
5,48,Error,1.2073768269205472
5,49,Error,1.2564586392813106
5,50,Error,1.5064107210945177
5,51,Error,0.7987344732197785
5,52,Error,0.18415353092945091
5,53,Error,2.3477630633868527
5,54,1.015794038772583
5,55,Error,1.7831533693723343
5,56,1.2164533138275146
5,57,Error,2.583330935140195
5,58,Error,2.279797145907657
5,59,Error,0.7941166618351826
5,60,Error,2.4360516351132233
5,61,1.2017135620117188
5,62,Error,2.814889599943761
5,63,1.192941427230835
5,64,1.2213923931121826
5,65,Error,1.8729318282388945
