idx,CommunicationRound,TimeCost
7,0,Error,6.160181086644552
7,1,Error,0.10798504380732402
7,2,Error,0.06250674234349017
7,3,Error,0.07400064760083079
7,4,Error,0.2113404335308179
7,5,Error,0.06053840159322874
7,6,Error,0.04880715029214764
7,7,Error,0.20390574762694
7,8,Error,0.0015639785025539485
7,9,Error,0.196857272122955
7,10,Error,0.22201961534497117
7,11,Error,0.07910421991855225
7,12,Error,0.22816223007412817
7,13,Error,0.13754535006301807
7,14,Error,0.16870369598759488
7,15,Error,0.12160434363798873
7,16,Error,0.14984957389507375
7,17,Error,0.19850780471977866
7,18,Error,0.02269044934901898
7,19,Error,0.01741088842746112
7,20,Error,0.04959612139349224
7,21,Error,0.21079670775405115
7,22,Error,0.14437237293714134
7,23,Error,0.20802734253486038
7,24,Error,0.24270836715303598
7,25,Error,0.06653415642555874
7,26,Error,0.0336287456385044
7,27,Error,0.07388579522404798
7,28,0.08192110061645508
7,29,Error,0.13834774043320633
7,30,Error,0.17580482208667475
7,31,Error,0.1395754113840229
7,32,Error,0.024139193056156475
7,33,Error,0.10735712709835508
7,34,Error,0.12138980213811928
7,35,Error,0.20616802857865069
7,36,Error,0.1914961704903917
7,37,Error,0.07533064326790372
7,38,Error,0.22594824299034977
7,39,Error,0.2614214057941615
7,40,0.07926106452941895
7,41,Error,0.24187699610360106
7,42,Error,0.03489556384574978
7,43,Error,0.020343397384893974
7,44,Error,0.2745517075456663
7,45,Error,0.10778366588406539
7,46,Error,0.3367625950532983
7,47,0.08843731880187988
7,48,Error,0.09032459304629185
7,49,Error,0.049401568296153026
7,50,Error,0.10413727088515967
7,51,Error,0.2140334576451948
7,52,Error,0.21241467858918014
7,53,Error,0.22674134172365673
7,54,Error,0.2854105658389128
7,55,0.09446501731872559
7,56,Error,0.16222961541230957
7,57,Error,0.315075101796706
7,58,Error,0.2840416680814351
7,59,Error,0.1993328044914819
7,60,Error,0.4505170305597609
7,61,Error,0.30982302110644094
7,62,Error,0.10891349202858121
7,63,Error,0.2244999158040616
7,64,Error,0.2667638516532355
7,65,Error,0.1508013883193239
7,66,Error,0.1154412222706727
7,67,Error,0.08440773375177774
7,68,Error,0.21737410205667776
7,69,Error,0.25518803306707577
7,70,0.11290478706359863
7,71,0.11105561256408691
7,72,Error,0.2955995863147264
7,73,Error,0.06669828210291841
7,74,0.12986969947814941
7,75,Error,0.24238483628180257
7,76,Error,0.18173506879408105
7,77,Error,0.25475034507661354
7,78,Error,0.26387672234960086
7,79,Error,0.09112939304714715
7,80,Error,0.1487345195537772
7,81,Error,0.2202175102703917
7,82,Error,0.017734692045855652
7,83,Error,0.40350570520597084
7,84,Error,0.03725018723258524
7,85,Error,0.41466419256335996
7,86,Error,0.359692790780883
7,87,Error,0.18477933290789433
7,88,0.1333606243133545
7,89,Error,0.08735053329470102
7,90,Error,0.06421986592230715
7,91,Error,0.2609715732376225
7,92,0.12270116806030273
7,93,Error,0.21846345906182138
7,94,Error,0.10955958137894915
7,95,Error,0.3235597040862852
7,96,Error,0.3715023015098729
7,97,Error,0.14527495652864444
7,98,Error,0.0457093896848207
7,99,Error,0.3187670181491545
