idx,CommunicationRound,TimeCost
8,0,6.8291404247283936
8,1,Error,0.19308569402359987
8,2,Error,0.07348645896471206
8,3,Error,0.14643484211550975
8,4,Error,0.1592565513817788
8,5,Error,0.09601133571985321
8,6,Error,0.25233508357475537
8,7,0.07772016525268555
8,8,Error,0.02633013225527648
8,9,0.09586501121520996
8,10,0.15175557136535645
8,11,0.09008431434631348
8,12,0.09676241874694824
8,13,Error,0.13911925409090023
8,14,0.08082818984985352
8,15,Error,0.14466836462372468
8,16,0.09122824668884277
8,17,Error,0.1478960721278175
8,18,Error,0.15716718128773022
8,19,0.08169960975646973
8,20,0.08379626274108887
8,21,Error,0.09998987712242885
8,22,0.0891876220703125
8,23,Error,0.07516760038518112
8,24,0.09015536308288574
8,25,Error,0.18350989521247346
8,26,Error,0.1982676412531372
8,27,Error,0.022224449379830973
8,28,0.09762835502624512
8,29,Error,0.07236147431687065
8,30,Error,0.07360516207626894
8,31,Error,0.16865197093445386
8,32,0.10716795921325684
8,33,0.08990049362182617
8,34,Error,0.10803123389552133
8,35,0.0949556827545166
8,36,Error,0.18635367590037508
8,37,Error,0.15235160422383925
8,38,0.0885155200958252
8,39,Error,0.053750262044023236
8,40,0.10465550422668457
8,41,Error,0.16204810833300795
8,42,0.10264468193054199
8,43,0.10550284385681152
8,44,0.10368871688842773
8,45,Error,0.11718028637201022
8,46,Error,0.24005537593240314
8,47,Error,0.20941916643437658
8,48,0.09298539161682129
8,49,Error,0.08874056629799962
8,50,Error,0.1297900723434159
8,51,0.11707377433776855
8,52,0.10597968101501465
8,53,Error,0.013695154101277116
8,54,Error,0.10668056002219234
8,55,Error,0.08809803236598507
8,56,0.09556746482849121
8,57,0.09455633163452148
8,58,0.08036398887634277
8,59,0.09211540222167969
8,60,0.09371018409729004
8,61,Error,0.1912794040308602
8,62,Error,0.20988455862728156
8,63,Error,0.04361747600039307
8,64,Error,0.13587356294915007
8,65,Error,0.16542797557196895
8,66,Error,0.2278016735629175
8,67,Error,0.1060154015287419
8,68,Error,0.13623560058503612
8,69,Error,0.17964348333101113
8,70,Error,0.01762867122267401
8,71,Error,0.14780213877716764
8,72,Error,0.1807009197215861
8,73,Error,0.08042358092592836
8,74,0.08665633201599121
8,75,Error,0.12708387762782727
8,76,Error,0.16216398433470816
8,77,0.08844780921936035
8,78,Error,0.20940215493834446
8,79,0.10180473327636719
8,80,0.10480546951293945
8,81,Error,0.21423647551946548
8,82,0.0934898853302002
8,83,Error,0.03120272599532094
8,84,Error,0.18944571371023033
8,85,0.12172722816467285
8,86,Error,0.058638860909066094
8,87,0.0783841609954834
8,88,Error,0.15854249693564754
8,89,Error,0.02013008405323206
8,90,0.10541820526123047
8,91,Error,0.2801029913903556
8,92,Error,0.2654128470897143
8,93,Error,0.05700498779109501
8,94,Error,0.07690551355087459
8,95,Error,0.3065169447040088
8,96,Error,0.15717895945606025
8,97,Error,0.0893927862622515
8,98,Error,0.02609701089209472
8,99,0.12471580505371094
8,100,Error,0.05386756305997057
8,101,Error,0.19116527343102244
8,102,0.10322928428649902
8,103,Error,0.15767391780428297
8,104,Error,0.18965074113610111
8,105,Error,0.11875450929807574
8,106,Error,0.1816799396559026
8,107,Error,0.0036937829425742136
8,108,0.11066532135009766
8,109,0.1118934154510498
8,110,Error,0.2996447490093591
8,111,Error,0.22915080463224496
8,112,Error,0.1954946109061261
8,113,Error,0.08425159108415292
8,114,0.11127352714538574
8,115,0.11336421966552734
8,116,Error,0.20826648324533328
8,117,Error,0.2865013410328678
8,118,0.10327267646789551
8,119,0.08892321586608887
8,120,Error,0.275553899481715
8,121,Error,0.10501343362371715
8,122,Error,0.19789228200034548
8,123,0.11074519157409668
8,124,Error,0.17818557706092292
8,125,0.12337994575500488
8,126,Error,0.2311460295031496
8,127,Error,0.1456743434062071
8,128,Error,0.17161033616894852
8,129,0.15461039543151855
8,130,0.14790558815002441
8,131,Error,0.08619495054597148
8,132,Error,0.2050032798041807
8,133,Error,0.10028963641259792
8,134,Error,0.09502325674484516
8,135,Error,0.09509639515257512
8,136,0.07857298851013184
8,137,0.09398484230041504
8,138,0.12845540046691895
8,139,Error,0.33795385461306937
8,140,Error,0.1291239170959339
8,141,Error,0.405780492313254
8,142,Error,0.3399064846943007
8,143,0.08051943778991699
8,144,Error,0.022819613290366744
8,145,Error,0.2676974745632092
8,146,Error,0.27029766192450483
8,147,0.1473848819732666
8,148,Error,0.3915753960314683
8,149,Error,0.20959155365931256
8,150,0.09635066986083984
8,151,Error,0.17741569274264282
8,152,0.10269927978515625
8,153,Error,0.32567759258302853
8,154,Error,0.30154460982352554
8,155,Error,0.18949913672262733
8,156,0.11995410919189453
8,157,Error,0.23116070728796712
8,158,Error,0.15550790490841934
8,159,Error,0.2872212820814716
8,160,Error,0.30913019790178203
8,161,Error,0.2757473565209317
8,162,0.15751004219055176
8,163,0.1559619903564453
8,164,Error,0.08563867911665923
8,165,Error,0.35291415607127635
8,166,Error,0.2866317498162735
8,167,Error,0.2958771224090275
8,168,0.11150145530700684
8,169,0.13900160789489746
8,170,Error,0.4386508729900171
8,171,Error,0.34322484849411133
8,172,Error,0.3774554836906974
8,173,Error,0.34535287550894805
8,174,0.15710091590881348
8,175,Error,0.1496690144544447
8,176,0.17070817947387695
8,177,Error,0.307514307406754
8,178,Error,0.29089814095000915
8,179,0.10614323616027832
8,180,Error,0.16278237303067056
8,181,Error,0.2766751046438101
8,182,0.08638334274291992
8,183,Error,0.06302269752798473
8,184,Error,0.18624342511245048
8,185,Error,0.06133376187127088
8,186,0.0825197696685791
8,187,Error,0.12637250260568159
8,188,0.11186623573303223
8,189,Error,0.11933898862023846
8,190,Error,0.07387933874313622
8,191,Error,0.006627077994561726
8,192,0.07539844512939453
8,193,0.07965207099914551
8,194,Error,0.10096208409639743
8,195,Error,0.08777211124281227
8,196,0.10545659065246582
8,197,0.09841036796569824
8,198,0.1029963493347168
8,199,0.10247683525085449
8,200,Error,0.1125820580756881
8,201,Error,0.03253884459569973
8,202,Error,0.2353529027361662
8,203,Error,0.023273459744987044
8,204,Error,0.12414251856323255
8,205,0.1511375904083252
8,206,0.15735459327697754
8,207,Error,0.20888699810451167
8,208,Error,0.10702060144321898
8,209,0.1412060260772705
8,210,0.13672637939453125
8,211,Error,0.34243382612263745
8,212,Error,0.11621070316024698
8,213,Error,0.3666085354730409
8,214,Error,0.13558970364370485
8,215,0.14999651908874512
8,216,Error,0.20027754563398817
8,217,Error,0.06443909699286565
8,218,0.15633273124694824
8,219,Error,0.34854957676439463
8,220,0.15689659118652344
8,221,Error,0.35009661109447626
8,222,Error,0.4172977691666698
8,223,Error,0.09990925126893427
8,224,Error,0.06719814436399754
8,225,Error,0.2763828797853728
8,226,Error,0.09803814773960837
8,227,0.16695308685302734
8,228,Error,0.1701217081986848
8,229,Error,0.07738329538725001
8,230,Error,0.17621292850249096
8,231,0.16112017631530762
8,232,Error,0.03976992296802487
8,233,0.0924825668334961
8,234,Error,0.2342851040050567
8,235,Error,0.053820978664409956
8,236,Error,0.213967183749942
8,237,0.08260107040405273
8,238,Error,0.07545716890029541
8,239,Error,0.19146107770824103
8,240,Error,0.19779809472033602
8,241,Error,0.0886234848828963
8,242,Error,0.2355828556330613
8,243,0.10130715370178223
8,244,Error,0.301052499987371
8,245,Error,0.29413712775720735
8,246,Error,0.31808733749840645
8,247,Error,0.2222442801809872
8,248,Error,0.09827272665200708
8,249,Error,0.06701047073976477
8,250,0.1404421329498291
8,251,0.14485812187194824
8,252,0.14800667762756348
8,253,Error,0.18569059062765933
8,254,0.18655967712402344
8,255,0.16416430473327637
8,256,Error,0.2858348538835347
8,257,Error,0.1335794142498413
8,258,Error,0.04315107508068927
8,259,Error,0.26268745878193517
8,260,0.14840435981750488
8,261,0.14960455894470215
8,262,Error,0.2960404807621647
8,263,0.14295578002929688
8,264,0.13767266273498535
8,265,Error,0.3672177151496525
8,266,Error,0.41653994184971677
8,267,Error,0.16090928462494014
8,268,Error,0.15654621547572586
8,269,Error,0.15094152355740706
8,270,0.07526302337646484
8,271,Error,0.10643532847037582
8,272,0.07686209678649902
8,273,Error,0.18438483974917397
8,274,Error,0.12920378763051996
8,275,Error,0.14793483726851117
8,276,0.0942239761352539
8,277,Error,0.16912322152249185
8,278,0.08578062057495117
8,279,Error,0.15910008837820933
8,280,Error,0.07689284842883957
8,281,Error,0.08856952983784612
8,282,Error,0.13263838504632383
