idx,CommunicationRound,TimeCost
3,0,23.989729166030884
3,1,10.655088901519775
3,2,Error,26.499996085286394
3,3,Error,26.398410284449344
3,4,14.004599571228027
3,5,Error,29.144672901832024
3,6,Error,26.962301741749187
3,7,Error,19.771507807036773
3,8,Error,26.37230709857718
3,9,Error,3.291438938918864
3,10,11.95441484451294
3,11,10.866587162017822
3,12,Error,32.248347147960786
3,13,Error,19.970370345244973
3,14,Error,3.323041572527151
3,15,Error,6.682672375966516
3,16,Error,28.52946946613788
3,17,Error,28.04584155750451
3,18,Error,0.9220668081948519
3,19,Error,19.45438438904487
3,20,Error,22.756665476335595
