idx,CommunicationRound,TimeCost
0,0,Error,51.93211727660439
0,1,Error,10.115848605300206
0,2,Error,12.875633459308997
0,3,Error,4.3766541982058795
0,4,5.081900596618652
0,5,Error,13.518427787216888
0,6,Error,12.667509327893727
0,7,Error,7.287683254673295
0,8,Error,3.5276662926413342
0,9,Error,8.76594044406293
0,10,Error,9.730166417300916
0,11,Error,7.629789940101873
0,12,5.095323324203491
0,13,4.344193935394287
0,14,Error,4.529142618865397
0,15,Error,10.995102027787638
0,16,6.9136292934417725
0,17,7.0885443687438965
0,18,Error,3.8256158005771543
0,19,Error,13.369788153312454
0,20,Error,10.241797938432004
0,21,Error,1.5705459505050954
0,22,5.513796806335449
0,23,Error,4.114719584971918
0,24,Error,9.620174441001634
0,25,Error,6.870199401865819
0,26,Error,2.635544382022328
0,27,Error,6.025974285292724
0,28,Error,19.058183750857385
0,29,Error,11.452580322920605
0,30,Error,11.07928644505794
0,31,Error,13.806415547406655
0,32,Error,9.551307571996285
0,33,Error,0.9192701993135871
0,34,Error,3.6587716428228076
0,35,Error,6.015869762934245
0,36,Error,8.755211382504378
0,37,Error,2.2555967532933376
0,38,5.179011106491089
0,39,Error,15.024912626921548
0,40,Error,14.641022256866508
0,41,Error,7.902142079194486
