idx,CommunicationRound,TimeCost
7,0,Error,6.136216814045063
7,1,Error,0.11180134410484
7,2,Error,0.06339204103833156
7,3,Error,0.07457220212899511
7,4,Error,0.20854148910798503
7,5,Error,0.05958395930282449
7,6,Error,0.04973267941666333
7,7,Error,0.20274900262877785
7,8,Error,0.001549424057817925
7,9,Error,0.19242475389345318
7,10,Error,0.2098430299192728
7,11,Error,0.08019241120236088
7,12,Error,0.20659916545417717
7,13,Error,0.1397035242866951
7,14,Error,0.15060735157491692
7,15,Error,0.11235828110324328
7,16,Error,0.13389840573101383
7,17,Error,0.19785359070396072
7,18,Error,0.025501517371392137
7,19,Error,0.018865531796540328
7,20,Error,0.05036617821661723
7,21,Error,0.21189534503393953
7,22,Error,0.143090943507276
7,23,Error,0.1945214105212322
7,24,Error,0.23537753276408557
7,25,Error,0.07137133438753468
7,26,Error,0.037480264236308146
7,27,Error,0.07481411327538086
7,28,0.08107733726501465
7,29,Error,0.14924447758474121
7,30,Error,0.19263348858647764
7,31,Error,0.13312467270392767
7,32,Error,0.02478606103075595
7,33,Error,0.12080453692315804
7,34,Error,0.12325329686750322
7,35,Error,0.24012226022071947
7,36,Error,0.19104389200308056
7,37,Error,0.0758919089280558
7,38,Error,0.20334403824904937
7,39,Error,0.266656262681661
7,40,0.0832982063293457
7,41,Error,0.19538320398237707
7,42,Error,0.03465412301921387
7,43,Error,0.014893933959325272
7,44,Error,0.25063522706896235
7,45,Error,0.10559398467271384
7,46,Error,0.281763188551857
7,47,0.09871196746826172
7,48,Error,0.08400997908594844
7,49,Error,0.04788970895526662
7,50,Error,0.12482555677962044
7,51,Error,0.19917565639651996
7,52,Error,0.24506483747126606
7,53,Error,0.17756320517735058
7,54,Error,0.24042731236135664
7,55,0.08930277824401855
7,56,Error,0.13718901236611972
7,57,Error,0.27613813399085657
7,58,Error,0.22337131452833148
7,59,Error,0.1662721697868695
7,60,Error,0.3365107712600074
7,61,Error,0.21702590448660578
7,62,Error,0.08962708723321422
7,63,Error,0.2338182648888055
7,64,Error,0.2025511677640883
7,65,Error,0.13419758492589912
7,66,Error,0.0897350579044274
7,67,Error,0.08087942505008004
7,68,Error,0.19678572295366323
7,69,Error,0.21125427995844234
7,70,0.09912896156311035
7,71,0.11612081527709961
7,72,Error,0.29096376269118523
7,73,Error,0.05014686910611396
7,74,0.1144249439239502
7,75,Error,0.23108082676654118
7,76,Error,0.1486640889302058
7,77,Error,0.17853352943267176
7,78,Error,0.24345961828972978
7,79,Error,0.07156658928744813
7,80,Error,0.08392120072435011
7,81,Error,0.17601043819548867
7,82,Error,0.009125972835574724
7,83,Error,0.3000185797607499
7,84,Error,0.026728124441261422
7,85,Error,0.2549273371323701
7,86,Error,0.342922260585362
7,87,Error,0.15596477212098492
7,88,0.10707354545593262
7,89,Error,0.06222816361495634
7,90,Error,0.06866143622969485
7,91,Error,0.2703247504156993
7,92,0.11062884330749512
7,93,Error,0.23163036741920653
7,94,Error,0.09891260849548476
7,95,Error,0.30796495653334943
7,96,Error,0.34039337900680144
7,97,Error,0.10737666095975626
7,98,Error,0.036175796801816915
7,99,Error,0.19835731285703037
7,100,Error,0.08265889187807299
7,101,Error,0.09853042819097113
7,102,0.08354496955871582
7,103,0.10057926177978516
7,104,Error,0.15468011613920174
7,105,0.08413529396057129
7,106,Error,0.3047801792499624
7,107,Error,0.02834404392823874
7,108,Error,0.1966787938327501
7,109,Error,0.24711755249921039
7,110,Error,0.20858619720433108
7,111,0.10313630104064941
7,112,Error,0.07744817141170648
7,113,Error,0.28045334512385234
7,114,Error,0.08340057106443798
7,115,Error,0.07962207235313108
7,116,Error,0.1525315634628641
7,117,Error,0.23516946477505804
7,118,Error,0.1374362988623328
7,119,Error,0.0521877154950255
7,120,Error,0.05338135271832
7,121,Error,0.31563576475285854
7,122,Error,0.28968513858687206
7,123,Error,0.12953329109140038
7,124,Error,0.18476304395697657
7,125,Error,0.12398171703599274
7,126,Error,0.05153512186158945
7,127,Error,0.022382441787196027
7,128,0.09741783142089844
7,129,Error,0.2601227909584299
7,130,Error,0.037470204058501246
7,131,Error,0.16409524347799556
7,132,Error,0.2483571786268728
7,133,Error,0.1698032466626332
7,134,Error,0.015779881073752982
7,135,Error,0.23351498601454898
7,136,Error,0.16602072086671238
7,137,Error,0.15272445124890016
7,138,Error,0.22260000513772915
7,139,Error,0.045568641792784165
7,140,0.08910131454467773
7,141,Error,0.01247308961886292
7,142,Error,0.27446723517389715
7,143,Error,0.2690627142585509
7,144,Error,0.024506040296529828
7,145,Error,0.21323316587636532
7,146,Error,0.17789959732345695
7,147,Error,0.0042887271068713815
7,148,Error,0.21773612434637837
7,149,Error,0.29476117533567275
7,150,Error,0.07089337559741159
7,151,Error,0.0927530372461688
7,152,Error,0.1116959277764437
7,153,Error,0.17912034507925895
7,154,Error,0.185181873098116
7,155,Error,0.26353078292137727
7,156,Error,0.04734689777393835
7,157,Error,0.0744390084461452
7,158,Error,0.13408526760045647
7,159,Error,0.08068511840910138
7,160,Error,0.15929650353205793
7,161,Error,0.21247071147727892
