idx,CommunicationRound,TimeCost
8,0,6.920205354690552
8,1,0.18204402923583984
8,2,0.1807103157043457
8,3,Error,0.13153653017292607
8,4,0.179718017578125
8,5,Error,0.16642494242133604
8,6,0.17067623138427734
8,7,Error,0.09835346906725818
8,8,0.15139317512512207
8,9,0.15606260299682617
8,10,Error,0.48387999805948667
8,11,0.15944695472717285
8,12,0.15584254264831543
8,13,0.15846037864685059
8,14,0.15615606307983398
8,15,0.14153075218200684
8,16,0.1470193862915039
8,17,Error,0.28843629537677584
8,18,0.14683938026428223
8,19,0.14679789543151855
8,20,Error,0.22003903975719866
8,21,0.16387176513671875
8,22,0.17194890975952148
8,23,0.16635990142822266
8,24,0.16273808479309082
8,25,0.15987205505371094
8,26,Error,0.13977870479889748
8,27,0.1660170555114746
8,28,0.1686997413635254
8,29,Error,0.09859340637836407
8,30,0.1530439853668213
8,31,Error,0.23022414169934208
8,32,Error,0.19041994855050942
8,33,Error,0.07776730506870308
8,34,0.14762091636657715
8,35,0.1562509536743164
8,36,0.16948771476745605
8,37,0.15903854370117188
8,38,Error,0.1951807125337776
8,39,0.16895437240600586
8,40,0.17395496368408203
8,41,0.16147327423095703
8,42,0.15008258819580078
8,43,0.1483628749847412
8,44,0.14637398719787598
8,45,0.15068864822387695
8,46,Error,0.15354574854581973
8,47,0.16499114036560059
8,48,0.16662144660949707
8,49,0.1582624912261963
8,50,0.16974186897277832
8,51,0.16429686546325684
8,52,Error,0.42477511281408165
8,53,0.16383767127990723
8,54,0.16634631156921387
8,55,0.15421104431152344
8,56,0.15280938148498535
8,57,0.1503288745880127
8,58,0.16033458709716797
8,59,Error,0.35092654927447464
8,60,0.16837859153747559
8,61,0.16161823272705078
8,62,0.16518211364746094
8,63,0.1666431427001953
8,64,0.16582679748535156
8,65,0.17354536056518555
8,66,Error,0.34433921829586694
8,67,0.17137646675109863
8,68,0.16362428665161133
8,69,Error,0.31913898651498884
8,70,0.09801316261291504
8,71,0.09178757667541504
8,72,Error,0.06783505186066863
8,73,0.08775782585144043
8,74,0.08639001846313477
8,75,0.09781599044799805
8,76,0.09991955757141113
8,77,0.10946822166442871
8,78,0.10857248306274414
8,79,0.104705810546875
8,80,0.1091604232788086
8,81,Error,0.06473519135991192
8,82,Error,0.1583648135750985
8,83,0.10621309280395508
8,84,0.10797691345214844
8,85,0.09528589248657227
8,86,0.10614514350891113
8,87,0.1076045036315918
8,88,0.09992265701293945
8,89,Error,0.19749069495532245
8,90,0.07547879219055176
8,91,Error,0.1910880843986904
8,92,0.10826325416564941
8,93,0.10196757316589355
8,94,0.08928894996643066
8,95,0.09992289543151855
8,96,0.1062476634979248
8,97,Error,0.12921902937938778
8,98,0.09302401542663574
8,99,0.10860443115234375
8,100,0.10477781295776367
8,101,Error,0.27446780504074264
8,102,Error,0.2333480889460969
8,103,0.13198137283325195
8,104,Error,0.30917972040813174
8,105,0.1331195831298828
8,106,0.183152437210083
8,107,0.17484688758850098
8,108,0.18191790580749512
8,109,0.17497730255126953
8,110,0.1893312931060791
8,111,Error,0.5516632657990096
8,112,0.19301629066467285
8,113,0.19094109535217285
8,114,0.1935427188873291
8,115,0.16893267631530762
8,116,0.17402982711791992
8,117,0.192033052444458
8,118,Error,0.09397375510004925
8,119,0.1681506633758545
8,120,0.16294384002685547
8,121,Error,0.25849126642256287
8,122,0.1904006004333496
8,123,0.1766061782836914
8,124,0.16672372817993164
8,125,0.1626443862915039
8,126,0.13113069534301758
8,127,Error,0.49399255260170255
8,128,0.1903209686279297
8,129,0.19214272499084473
8,130,0.187636137008667
8,131,Error,0.3625422983823079
8,132,Error,0.32693722971882977
8,133,0.1239631175994873
8,134,0.1136159896850586
8,135,0.12492966651916504
8,136,0.12435746192932129
8,137,0.1204531192779541
8,138,Error,0.2993091998344942
8,139,0.19124245643615723
8,140,0.18264341354370117
8,141,0.19128918647766113
8,142,Error,0.045958996030889245
8,143,Error,0.2262395098846173
8,144,0.1870710849761963
8,145,0.1968986988067627
8,146,0.1792149543762207
8,147,0.1840825080871582
8,148,0.18352556228637695
8,149,0.1869804859161377
8,150,0.14016199111938477
8,151,0.1109769344329834
8,152,0.10801076889038086
8,153,0.1153872013092041
8,154,0.12125992774963379
8,155,0.1274580955505371
8,156,Error,0.26707446427472564
8,157,Error,0.09693339176966836
8,158,0.11315035820007324
8,159,0.10738110542297363
8,160,0.11108946800231934
8,161,0.11105871200561523
8,162,0.11203694343566895
8,163,0.12182974815368652
8,164,0.11827588081359863
8,165,0.12617826461791992
8,166,0.12074661254882812
8,167,0.12198758125305176
8,168,0.12649178504943848
8,169,0.12470698356628418
8,170,0.12840771675109863
8,171,0.12601923942565918
8,172,0.11419510841369629
8,173,0.11665701866149902
8,174,0.11319303512573242
8,175,0.11110758781433105
8,176,0.14046192169189453
8,177,0.16657066345214844
8,178,0.1677236557006836
8,179,0.17342233657836914
8,180,0.17425227165222168
8,181,0.17876386642456055
8,182,0.19074058532714844
8,183,0.1874711513519287
8,184,0.1601719856262207
8,185,0.1647477149963379
8,186,Error,0.2246541665536007
8,187,0.18635201454162598
8,188,Error,0.3501648593330253
8,189,Error,0.25289793953142076
8,190,0.18313241004943848
8,191,0.19089961051940918
8,192,0.17986083030700684
8,193,0.18673014640808105
8,194,0.1919388771057129
8,195,0.19142818450927734
8,196,0.19222140312194824
8,197,0.17230868339538574
8,198,Error,0.4955551774243568
8,199,0.1816272735595703
8,200,0.1902148723602295
8,201,0.1945209503173828
8,202,0.17920279502868652
8,203,0.18526339530944824
8,204,0.19022703170776367
8,205,0.19824719429016113
8,206,0.1891937255859375
8,207,Error,0.3787607424140691
8,208,Error,0.4100848494966216
8,209,0.18251967430114746
8,210,0.1915600299835205
8,211,0.18477177619934082
8,212,Error,0.27942671566166805
8,213,0.1706535816192627
8,214,0.16524147987365723
8,215,0.16279053688049316
8,216,0.15398001670837402
8,217,0.18011474609375
8,218,0.18631911277770996
8,219,0.18409156799316406
8,220,Error,0.12215998181117232
8,221,0.1888103485107422
8,222,0.19040322303771973
8,223,Error,0.22467957038844982
8,224,Error,0.09651061551441151
8,225,Error,0.4062562331730633
8,226,Error,0.25853817231336856
8,227,0.18775177001953125
8,228,0.1815321445465088
8,229,Error,0.1192428315444702
8,230,0.17785263061523438
8,231,0.17145442962646484
8,232,0.16925740242004395
8,233,0.18230414390563965
8,234,0.1821575164794922
8,235,Error,0.48478858969587235
8,236,0.1843883991241455
8,237,0.18528199195861816
8,238,0.17998266220092773
8,239,0.18039560317993164
8,240,Error,0.2699763627714357
8,241,0.1869215965270996
8,242,Error,0.046367615896256056
8,243,0.18448805809020996
8,244,Error,0.5085966828979139
8,245,0.13568472862243652
8,246,0.1308884620666504
8,247,0.13161635398864746
8,248,0.11661624908447266
8,249,0.1166696548461914
8,250,0.11144232749938965
8,251,Error,0.28890868974737804
8,252,Error,0.09846513569065331
8,253,0.13301301002502441
8,254,0.1353168487548828
8,255,0.13405275344848633
8,256,0.12011098861694336
8,257,0.10659503936767578
8,258,Error,0.09971499088209591
8,259,0.11566400527954102
8,260,0.11866235733032227
8,261,0.11297893524169922
8,262,0.1068427562713623
8,263,Error,0.23229392177211533
8,264,0.09543323516845703
8,265,0.10407781600952148
8,266,0.1137387752532959
8,267,0.11606359481811523
8,268,0.11063241958618164
8,269,0.10794758796691895
8,270,Error,0.07196080004198875
8,271,0.12966251373291016
8,272,Error,0.13053608302192973
8,273,0.10801100730895996
8,274,0.11435222625732422
8,275,0.11462116241455078
8,276,0.11252331733703613
8,277,Error,0.04886310969001691
8,278,0.17514252662658691
8,279,0.17683148384094238
8,280,0.1760714054107666
8,281,0.1696176528930664
8,282,0.1684556007385254
8,283,0.17462515830993652
8,284,0.18425703048706055
8,285,0.1859760284423828
8,286,0.18104314804077148
8,287,Error,0.33181827318116724
8,288,0.19111204147338867
8,289,0.1749718189239502
8,290,0.18550610542297363
8,291,Error,0.35365603060848955
8,292,0.17376708984375
8,293,0.17308282852172852
8,294,0.16717767715454102
8,295,0.17311453819274902
8,296,0.17940711975097656
8,297,0.19226908683776855
8,298,0.18639087677001953
8,299,0.17502427101135254
8,300,Error,6.16853816427475e-05
8,301,0.17803549766540527
8,302,0.17301011085510254
8,303,0.17145466804504395
8,304,0.188887357711792
8,305,0.19734597206115723
8,306,0.18224000930786133
8,307,Error,0.3025486873042414
8,308,0.2061448097229004
8,309,0.23792171478271484
8,310,Error,0.02654718675492856
8,311,0.11491179466247559
8,312,0.1089472770690918
8,313,0.09845852851867676
8,314,0.09019732475280762
8,315,Error,0.2918271101216232
8,316,0.10663104057312012
8,317,0.11450982093811035
8,318,0.13428759574890137
8,319,0.12461209297180176
8,320,Error,0.19128810459736895
8,321,0.1743156909942627
8,322,0.17428064346313477
8,323,0.16553831100463867
8,324,0.17032384872436523
8,325,Error,0.2300818028018122
8,326,0.18337535858154297
8,327,0.2005612850189209
8,328,0.18482017517089844
8,329,0.17262601852416992
8,330,0.16817021369934082
8,331,0.15320897102355957
8,332,0.17620325088500977
8,333,0.1681058406829834
8,334,0.18079805374145508
8,335,0.16985630989074707
8,336,0.19021058082580566
8,337,0.18464922904968262
8,338,Error,0.15436940997919563
8,339,0.18216204643249512
8,340,0.1731092929840088
8,341,0.16778278350830078
8,342,0.1680467128753662
8,343,0.16939163208007812
8,344,0.15558290481567383
8,345,0.17769122123718262
8,346,0.19895720481872559
8,347,Error,0.048696711433192215
8,348,0.19264912605285645
8,349,Error,0.3775275589297417
8,350,Error,0.2257204380502544
8,351,0.1934065818786621
8,352,0.1755053997039795
8,353,0.1675872802734375
8,354,0.16406512260437012
8,355,0.16969037055969238
8,356,0.17636990547180176
8,357,Error,0.013248424660330188
8,358,0.19600415229797363
8,359,0.18178105354309082
8,360,0.18758416175842285
8,361,0.18286967277526855
8,362,Error,0.4296689262521305
8,363,0.1660597324371338
8,364,0.17589354515075684
8,365,0.1769702434539795
8,366,0.1953883171081543
8,367,0.18201470375061035
8,368,0.1849203109741211
8,369,0.1919238567352295
8,370,0.19229722023010254
8,371,Error,0.3730522593668191
8,372,0.16958904266357422
8,373,0.16211700439453125
8,374,0.17291831970214844
8,375,0.17624378204345703
8,376,0.18895506858825684
8,377,0.19089221954345703
8,378,Error,0.19184839973784457
8,379,0.19131112098693848
8,380,0.18581247329711914
8,381,Error,0.0033988292634467275
8,382,Error,0.4234723262110597
8,383,0.19316816329956055
8,384,0.17895007133483887
8,385,Error,0.13826282849676283
8,386,0.18483829498291016
8,387,0.17958617210388184
8,388,0.17089438438415527
8,389,0.17335724830627441
8,390,0.16635608673095703
8,391,0.1739482879638672
8,392,0.16861963272094727
8,393,0.16315507888793945
8,394,0.164093017578125
8,395,0.16916418075561523
8,396,0.15976786613464355
8,397,0.17812275886535645
8,398,0.1823441982269287
8,399,0.19141936302185059
8,400,0.19431567192077637
8,401,0.18549418449401855
8,402,0.18729352951049805
8,403,0.18100333213806152
8,404,Error,0.3899351642212324
8,405,0.15231823921203613
8,406,0.10470986366271973
8,407,0.12211394309997559
8,408,0.13206791877746582
8,409,0.1302506923675537
8,410,0.10697126388549805
8,411,0.110565185546875
8,412,0.11560988426208496
8,413,Error,0.15049903450829052
8,414,0.10929179191589355
8,415,0.11436104774475098
8,416,0.11704754829406738
8,417,0.11841273307800293
8,418,0.12272071838378906
8,419,0.14629030227661133
8,420,0.14817070960998535
8,421,0.1302785873413086
8,422,0.13362360000610352
8,423,Error,0.27225694003632495
8,424,0.11950421333312988
8,425,0.11099457740783691
8,426,0.10894227027893066
8,427,0.1215066909790039
8,428,0.11505270004272461
8,429,0.11701488494873047
8,430,0.10956382751464844
8,431,0.12063384056091309
8,432,Error,0.05153788948640405
