idx,CommunicationRound,TimeCost
7,0,Error,17.522239888599415
7,1,Error,8.802080379203757
7,2,Error,4.768613077421495
7,3,Error,5.757263656961774
7,4,Error,15.674468443219547
7,5,Error,4.341981095428533
7,6,Error,3.617391309546832
7,7,Error,14.867156253536763
7,8,Error,0.11972872261471622
7,9,Error,13.40375674354808
7,10,Error,9.493703138122457
7,11,Error,5.530360939798388
7,12,Error,16.439975816333632
