idx,CommunicationRound,TimeCost
9,0,Error,49.4489161892612
9,1,Error,16.839616052135863
9,2,8.876981019973755
9,3,Error,11.040251648504535
9,4,Error,8.6147784083135
9,5,Error,5.64003080120494
9,6,8.819323539733887
9,7,Error,16.749348077160466
9,8,Error,2.1933192655649147
9,9,Error,2.549282402261516
9,10,Error,7.564360770340236
9,11,Error,3.1423154272219165
