WallTime,ModelIterations,CommunicationRound,TestAccuracy,Loss
6.198883056640625e-06,0.0,0.0,0.22522522509098053,4.3912907918294275
2.263944149017334,0.0,0.0,0.22522522509098053,4.3912907918294275
4.532822370529175,0.0,0.0,0.22522522509098053,4.3912907918294275
6.813868522644043,0.0,0.0,0.22522522509098053,4.3912907918294275
9.30549931526184,0.0,0.0,0.22522522509098053,4.3912907918294275
11.748234510421753,0.0,0.0,0.22522522509098053,4.3912907918294275
14.06773066520691,0.0,0.0,0.22522522509098053,4.3912907918294275
16.417470455169678,1.0,2.0,1.2162162065505981,4.385666690860782
18.77745008468628,4.0,4.0,3.2432432174682617,4.376432717813028
21.0679292678833,6.0,6.0,7.972972869873047,4.2442742974908505
23.305721282958984,7.0,7.0,8.018017768859863,4.243299611409506
25.550818920135498,10.0,10.0,18.693693161010742,3.9831765252190667
27.787434101104736,10.0,11.0,18.693693161010742,3.9831765252190667
30.045329093933105,13.0,13.0,18.648649215698242,3.754294998581345
32.26626706123352,13.0,16.0,18.648649215698242,3.754294998581345
34.57315516471863,15.0,18.0,18.288288116455078,3.5513287999608494
36.90140128135681,17.0,21.0,18.33333396911621,3.4767871409923106
39.240739822387695,20.0,24.0,19.7297306060791,3.318831345841691
41.56273412704468,21.0,25.0,20.045045852661133,3.272708679749085
43.77335453033447,21.0,26.0,20.045045852661133,3.272708679749085
46.02700996398926,24.0,29.0,20.810810089111328,3.196308926419095
48.272624015808105,25.0,31.0,21.306306838989258,3.1738007622796136
50.57347273826599,26.0,33.0,22.16216278076172,3.1435077151736697
52.865936040878296,26.0,34.0,22.16216278076172,3.1435077151736697
55.112751722335815,28.0,36.0,22.52252197265625,3.1120696471618103
57.35737061500549,29.0,38.0,22.567567825317383,3.0866798847645254
59.594977140426636,32.0,43.0,23.648649215698242,3.001419125806104
61.9128897190094,33.0,44.0,24.099098205566406,2.9760040661236187
64.07804083824158,35.0,46.0,24.7297306060791,2.9255933710046715
66.29111695289612,37.0,48.0,25.495494842529297,2.877222951253255
68.50753545761108,38.0,50.0,25.495494842529297,2.860172020852029
70.79996585845947,39.0,54.0,25.990991592407227,2.84329702360136
73.04168820381165,39.0,54.0,25.990991592407227,2.84329702360136
75.27736830711365,39.0,56.0,25.990991592407227,2.84329702360136
77.54239058494568,42.0,59.0,26.66666603088379,2.8057634336454376
79.77004647254944,42.0,61.0,26.66666603088379,2.8057634336454376
82.11415791511536,42.0,63.0,26.66666603088379,2.8057634336454376
84.46960306167603,44.0,65.0,27.16216278076172,2.7980805921124983
86.75499320030212,45.0,66.0,27.47747802734375,2.7858734921292143
88.98180341720581,46.0,67.0,27.432432174682617,2.785684613064603
91.22076797485352,47.0,71.0,28.01801872253418,2.759903651744396
93.46456050872803,48.0,72.0,27.972972869873047,2.758396866944459
95.70534014701843,49.0,75.0,28.288288116455078,2.7533582463994755
98.05887913703918,51.0,78.0,29.009008407592773,2.7338561599319045
100.40845799446106,53.0,79.0,29.369369506835938,2.7131059801256336
102.74682211875916,56.0,82.0,30.045045852661133,2.6961980424485765
105.09099888801575,58.0,84.0,30.765766143798828,2.661878269642323
107.42130255699158,59.0,87.0,31.12612533569336,2.660198280403206
109.74545311927795,61.0,90.0,31.576576232910156,2.6467044349189277
112.12149786949158,63.0,92.0,31.98198127746582,2.65264487051749
114.47293066978455,63.0,93.0,31.98198127746582,2.65264487051749
116.76339840888977,65.0,94.0,32.16216278076172,2.649855914416614
118.93574380874634,66.0,96.0,32.07207107543945,2.6398389558534365
121.11053395271301,67.0,97.0,32.612613677978516,2.6328034340798316
123.27676677703857,68.0,99.0,32.97297286987305,2.632969177521027
125.4551272392273,69.0,101.0,33.06306457519531,2.630087139370205
127.62717056274414,70.0,103.0,32.88288116455078,2.6285956511626374
129.81671404838562,71.0,106.0,33.28828811645508,2.6275453619054847
132.05503582954407,73.0,110.0,33.87387466430664,2.6081337146930865
134.2996790409088,75.0,111.0,34.099098205566406,2.5929926829295113
136.52777934074402,77.0,114.0,34.4594612121582,2.577245482023772
138.7579050064087,78.0,115.0,34.72972869873047,2.5719303680969787
140.96761322021484,82.0,120.0,35.63063049316406,2.5490302592784433
143.17133927345276,85.0,125.0,35.63063049316406,2.5833260476052224
145.47310090065002,86.0,126.0,35.58558654785156,2.593034689276068
147.79672145843506,89.0,131.0,35.900901794433594,2.593920286711272
150.15222263336182,90.0,132.0,35.945945739746094,2.6109532983453425
152.50378608703613,92.0,136.0,36.03603744506836,2.625901540120443
154.8694553375244,93.0,138.0,36.08108139038086,2.6189914806469066
157.1915247440338,97.0,141.0,36.44144058227539,2.6131775280376814
159.53384590148926,98.0,144.0,36.531532287597656,2.6342288799114058
161.86780261993408,100.0,146.0,36.531532287597656,2.6258480828087607
164.1253638267517,102.0,148.0,36.306304931640625,2.667364330119915
166.3792495727539,102.0,150.0,36.306304931640625,2.667364330119915
168.6458342075348,104.0,153.0,36.621620178222656,2.687230417749903
170.87538719177246,105.0,155.0,36.17116928100586,2.722062518145587
173.1946713924408,105.0,156.0,36.17116928100586,2.722062514708923
175.48354506492615,108.0,159.0,36.216217041015625,2.747973430049312
177.83266830444336,108.0,160.0,36.216217041015625,2.747973430049312
180.07163166999817,109.0,162.0,36.08108139038086,2.7933046083192568
182.28204655647278,111.0,165.0,35.945945739746094,2.790716095658036
184.4830105304718,113.0,167.0,36.261260986328125,2.8169090339729377
186.67974257469177,115.0,171.0,36.12612533569336,2.8353888984199043
188.93678259849548,117.0,175.0,35.945945739746094,2.8714700612935933
