WallTime,ModelIterations,CommunicationRound,TestAccuracy,Loss
7.62939453125e-06,0.0,0.0,0.22522522509098053,4.3912907918294275
2.363860607147217,0.0,0.0,0.22522522509098053,4.3912907918294275
4.684099435806274,0.0,0.0,0.22522522509098053,4.3912907918294275
6.945727109909058,0.0,0.0,0.22522522509098053,4.3912907918294275
9.257579565048218,0.0,0.0,0.22522522509098053,4.3912907918294275
11.695032596588135,0.0,0.0,0.22522522509098053,4.3912907918294275
14.00094223022461,0.0,0.0,0.22522522509098053,4.3912907918294275
16.30235242843628,0.0,0.0,0.22522522509098053,4.3912907918294275
18.66006827354431,1.0,0.0,18.693693161010742,3.645591474653364
20.99425172805786,1.0,0.0,18.693693161010742,3.645591474653364
23.301442861557007,1.0,0.0,18.693693161010742,3.645591474653364
25.527271509170532,1.0,0.0,18.693693161010742,3.645591474653364
27.735565662384033,1.0,0.0,18.693693161010742,3.645591474653364
29.943209648132324,1.0,0.0,18.693693161010742,3.645591474653364
32.10995364189148,1.0,0.0,18.693693161010742,3.645591474653364
34.28537940979004,1.0,0.0,18.693693161010742,3.645591474653364
36.46904635429382,1.0,2.0,18.693693161010742,3.645591474653364
38.67623734474182,1.0,2.0,18.693693161010742,3.645591474653364
40.89362812042236,1.0,2.0,18.693693161010742,3.645591474653364
43.063899517059326,1.0,4.0,18.693693161010742,3.645591474653364
45.299351930618286,1.0,4.0,18.693693161010742,3.645591474653364
47.463006258010864,1.0,5.0,18.693693161010742,3.645591474653364
49.63401961326599,1.0,5.0,18.693693161010742,3.645591474653364
51.80434775352478,1.0,5.0,18.693693161010742,3.645591474653364
53.96717953681946,1.0,5.0,18.693693161010742,3.645591474653364
56.13720989227295,1.0,8.0,18.693693161010742,3.645591474653364
58.340516090393066,1.0,10.0,18.693693161010742,3.645591474653364
60.540661096572876,1.0,11.0,18.693693161010742,3.645591474653364
62.70871329307556,2.0,11.0,19.279279708862305,3.259716762508358
64.87587904930115,2.0,13.0,19.279279708862305,3.259716762508358
67.08165335655212,3.0,14.0,22.47747802734375,3.080135826591973
69.2466893196106,4.0,15.0,23.60360336303711,2.9834496506699573
71.48507118225098,4.0,18.0,23.60360336303711,2.9834496506699573
73.69117307662964,5.0,19.0,25.990991592407227,2.8474434792458476
75.90079307556152,6.0,19.0,26.891891479492188,2.8580469114286404
78.12691903114319,7.0,21.0,28.828828811645508,2.9205178475594735
80.37501692771912,7.0,23.0,28.828828811645508,2.920517850996138
82.61734867095947,7.0,24.0,28.828828811645508,2.9205178475594735
84.82406997680664,7.0,24.0,28.828828811645508,2.9205178475594735
87.00043296813965,7.0,26.0,28.828828811645508,2.9205178441228092
89.23976445198059,9.0,28.0,32.702701568603516,2.6682205131462027
91.46245551109314,10.0,30.0,32.07207107543945,2.715703819893502
93.71149063110352,10.0,31.0,32.07207107543945,2.7157038233301662
95.95293879508972,10.0,31.0,32.07207107543945,2.715703819893502
98.17920017242432,10.0,33.0,32.07207107543945,2.715703819893502
100.48933005332947,10.0,33.0,32.07207107543945,2.715703819893502
102.81228590011597,10.0,34.0,32.07207107543945,2.715703819893502
105.02321791648865,11.0,35.0,34.27927780151367,2.613300402529605
107.2351541519165,12.0,36.0,34.054054260253906,2.7786667523083386
109.46258234977722,12.0,36.0,34.054054260253906,2.7786667488716743
111.68513178825378,12.0,37.0,34.054054260253906,2.778666741998346
113.9159483909607,13.0,40.0,33.783782958984375,2.9393495336309208
116.12315702438354,13.0,43.0,33.783782958984375,2.939349537067585
118.38489699363708,14.0,43.0,34.36936950683594,2.867109862318984
120.62326407432556,14.0,43.0,34.36936950683594,2.867109862318984
122.86685347557068,15.0,43.0,35.945945739746094,2.8886445432095913
125.1542546749115,16.0,45.0,36.17116928100586,2.7970085900109094
127.41060018539429,16.0,45.0,36.17116928100586,2.7970085900109094
129.57709431648254,16.0,46.0,36.17116928100586,2.7970085900109094
131.75322365760803,16.0,46.0,36.17116928100586,2.7970085900109094
133.92069005966187,16.0,48.0,36.17116928100586,2.7970085900109094
136.13043189048767,17.0,48.0,34.5045051574707,2.8719771617167704
138.3489408493042,17.0,48.0,34.5045051574707,2.8719771617167704
140.5642659664154,17.0,51.0,34.5045051574707,2.8719771617167704
142.73088598251343,17.0,53.0,34.5045051574707,2.8719771617167704
144.96488761901855,18.0,56.0,35.4954948425293,2.933022641706037
147.21480417251587,18.0,56.0,35.4954948425293,2.933022641706037
149.43221402168274,18.0,56.0,35.4954948425293,2.933022641706037
151.59273147583008,18.0,56.0,35.4954948425293,2.933022641706037
153.76023197174072,18.0,57.0,35.4954948425293,2.933022641706037
155.92572689056396,18.0,57.0,35.4954948425293,2.933022641706037
158.09805965423584,18.0,57.0,35.4954948425293,2.933022641706037
160.2666027545929,19.0,60.0,33.87387466430664,3.438360224543391
162.48248410224915,19.0,60.0,33.87387466430664,3.4383602314167194
164.69224762916565,19.0,62.0,33.87387466430664,3.438360224543391
166.93077945709229,19.0,63.0,33.87387466430664,3.438360224543391
169.16559886932373,19.0,64.0,33.87387466430664,3.438360224543391
171.37977480888367,19.0,66.0,33.87387466430664,3.438360224543391
173.64395785331726,19.0,67.0,33.87387466430664,3.438360224543391
175.84951901435852,19.0,67.0,33.87387466430664,3.438360224543391
178.1009557247162,19.0,68.0,33.87387466430664,3.438360224543391
180.33655095100403,20.0,71.0,35.67567443847656,3.5457078469766152
182.56778836250305,20.0,72.0,35.67567443847656,3.5457078469766152
184.8604929447174,20.0,73.0,35.67567443847656,3.5457078469766152
187.15719318389893,21.0,76.0,35.5405387878418,3.5035626248196436
189.4759042263031,21.0,77.0,35.5405387878418,3.5035626248196436
191.70347046852112,22.0,77.0,34.27927780151367,3.912980706842096
194.06611514091492,23.0,77.0,34.5045051574707,4.152461373269021
196.41508173942566,24.0,77.0,34.41441345214844,4.160574498906866
198.73834776878357,24.0,78.0,34.41441345214844,4.160574498906866
201.04047536849976,24.0,79.0,34.41441345214844,4.160574498906866
203.30769419670105,25.0,81.0,33.24324417114258,4.2880623344902515
205.49321150779724,25.0,82.0,33.24324417114258,4.2880623344902515
207.71936893463135,25.0,83.0,33.24324417114258,4.2880623344902515
209.95022296905518,26.0,84.0,34.36936950683594,3.8654109920467343
212.17471718788147,26.0,85.0,34.36936950683594,3.8654109920467343
214.37159204483032,26.0,86.0,34.36936950683594,3.8654109920467343
216.5562243461609,27.0,87.0,33.55855941772461,4.166054555532095
218.75241136550903,27.0,87.0,33.55855941772461,4.166054555532095
220.93012189865112,27.0,88.0,33.55855941772461,4.166054555532095
223.10798382759094,27.0,89.0,33.55855941772461,4.166054555532095
225.30433821678162,27.0,89.0,33.55855941772461,4.166054555532095
227.51045608520508,27.0,90.0,33.55855941772461,4.166054555532095
229.69143223762512,27.0,91.0,33.55855941772461,4.166054555532095
231.86579251289368,27.0,91.0,33.55855941772461,4.166054555532095
234.03498458862305,27.0,91.0,33.55855941772461,4.166054555532095
236.20048832893372,27.0,93.0,33.55855941772461,4.166054555532095
238.36756658554077,27.0,94.0,33.55855941772461,4.166054555532095
240.5506558418274,27.0,97.0,33.55855941772461,4.166054555532095
242.7697479724884,27.0,97.0,33.55855941772461,4.166054555532095
244.97627925872803,28.0,97.0,35.76576614379883,3.606651897258587
247.18693375587463,28.0,97.0,35.76576614379883,3.606651897258587
