idx,CommunicationRound,TimeCost
3,0,Error,13.233670577323107
3,1,Error,0.9242092957442749
3,2,Error,1.0261517391614752
3,3,Error,2.5959747573296257
3,4,Error,2.589000675314198
3,5,Error,2.4601923372230736
3,6,Error,1.8158785366933907
3,7,Error,2.1758409719054734
3,8,Error,0.2403056891368917
3,9,0.9695382118225098
3,10,1.0402028560638428
3,11,Error,2.7561186893091
3,12,Error,2.001708285079417
3,13,Error,0.31225819389663995
3,14,Error,0.6886561084231917
3,15,Error,2.5278682812620854
3,16,Error,2.6308598324915695
3,17,Error,0.08002886834692573
3,18,Error,1.7816903306201892
3,19,Error,1.9562808903591915
3,20,Error,1.5656984694707194
3,21,Error,0.29817192888881244
3,22,Error,2.7544268425078235
3,23,Error,0.5146104261256563
3,24,Error,0.06455435598251504
3,25,1.127540111541748
3,26,Error,1.7652958240930061
3,27,Error,1.0860602940717776
3,28,Error,1.404696955151619
3,29,Error,0.10396063692628395
3,30,1.0166432857513428
3,31,Error,3.0758858392948616
3,32,Error,0.1087353864199368
3,33,Error,0.6693698993337088
3,34,Error,0.8727180578443821
3,35,1.0971474647521973
3,36,Error,1.1220538893442544
3,37,Error,3.074023384106631
3,38,Error,2.885324681650935
3,39,Error,2.964493025389129
3,40,Error,1.0162258411759852
3,41,Error,0.8754466858027002
3,42,Error,1.2174080072516003
3,43,Error,0.5972169772325958
3,44,Error,0.8744273650308798
3,45,Error,1.2073126219656831
3,46,Error,1.2701291876069942
3,47,Error,0.696098832736217
3,48,Error,0.4247742660884009
3,49,Error,2.167936124627565
3,50,Error,3.133378867790635
3,51,Error,0.15404525035008643
3,52,Error,1.4853814957269897
3,53,Error,0.22096928779074398
3,54,1.1285970211029053
3,55,Error,2.7961138363642664
3,56,1.0468554496765137
3,57,Error,3.2869867466316007
3,58,Error,0.8593555727191363
3,59,Error,1.7006417768770405
3,60,Error,2.1627202028865575
3,61,Error,0.9455105612398402
3,62,Error,2.4439872812001493
