idx,CommunicationRound,TimeCost
7,0,Error,7.120972415862031
7,1,Error,1.0025272469896251
7,2,Error,0.5785895257659538
7,3,Error,0.6491121338681503
7,4,0.8614532947540283
7,5,0.8555622100830078
7,6,Error,1.2495893245019116
7,7,Error,1.379128210219976
7,8,0.8594658374786377
7,9,Error,0.022754358852491698
7,10,Error,2.1392613376828966
7,11,Error,1.1228989382040933
7,12,Error,0.9400344091759584
7,13,Error,2.2292369397979925
7,14,Error,1.0361709980980014
7,15,Error,1.621309847169307
7,16,Error,1.081312446217485
7,17,1.0528440475463867
7,18,Error,0.6930355633856425
7,19,1.1944572925567627
7,20,Error,0.29549788767421153
7,21,Error,1.328303303440048
7,22,Error,3.352470277769514
7,23,1.0835859775543213
7,24,Error,1.5893488964438978
7,25,Error,2.3214712777480724
7,26,Error,2.7045594355199087
7,27,Error,0.45257199664045394
7,28,0.7143106460571289
7,29,Error,1.500931687267382
7,30,Error,1.7797820706691871
7,31,Error,1.7226034620246264
7,32,Error,2.198701632515222
7,33,Error,1.2110768831162908
7,34,Error,0.33393299620349914
7,35,1.2664580345153809
7,36,Error,1.8896956244456615
7,37,Error,1.78755113518754
7,38,Error,0.42432374611845924
7,39,0.8090896606445312
7,40,Error,0.20208118554371982
7,41,0.8854901790618896
7,42,0.7479915618896484
7,43,Error,2.6600802352675363
7,44,Error,2.142630399508434
7,45,1.1287963390350342
7,46,Error,1.4016542659621691
7,47,Error,1.5904801234958001
7,48,0.9060776233673096
7,49,Error,0.9859575368508794
7,50,0.9802536964416504
7,51,0.7488839626312256
7,52,Error,0.7791380335539956
7,53,Error,0.49737920140455427
7,54,Error,1.011033772723123
7,55,0.5377271175384521
7,56,Error,3.5944514348424597
7,57,Error,0.234770287031224
7,58,0.7302958965301514
7,59,0.870236873626709
7,60,0.5552418231964111
7,61,Error,1.5254378710212368
7,62,Error,3.5805985335896127
7,63,0.7765758037567139
7,64,Error,0.07529028337875786
7,65,0.9536874294281006
7,66,0.7168653011322021
7,67,Error,1.3307089229527718
7,68,Error,0.7436809684578168
7,69,Error,1.5696368481065164
7,70,Error,1.3867151944623761
7,71,Error,0.9649608438257827
7,72,Error,0.8548673334717756
7,73,Error,0.475789073661347
7,74,Error,2.1407374338969993
7,75,Error,1.430856089229494
7,76,1.1667253971099854
7,77,0.6042640209197998
7,78,Error,1.6964786278952373
7,79,Error,0.38552729437093514
7,80,1.257295846939087
7,81,Error,1.8163921831246042
7,82,Error,1.2506816364911684
7,83,Error,1.3985743309546144
7,84,Error,2.383397990151764
7,85,Error,0.853233571846804
7,86,0.6393249034881592
7,87,0.6510205268859863
7,88,Error,3.2067752302565506
7,89,Error,1.496863357278581
7,90,0.9898874759674072
7,91,Error,0.26955316005581215
7,92,Error,3.310340170117979
7,93,0.9789104461669922
7,94,Error,0.7873837109411457
7,95,Error,2.607563271124848
7,96,Error,0.327409109608696
7,97,0.754220724105835
7,98,Error,0.2390079329413576
7,99,1.0527162551879883
7,100,Error,2.168634680914185
7,101,Error,1.5979126165652597
7,102,Error,1.9165495317480903
7,103,Error,0.7532519371429367
7,104,Error,1.509162946070259
7,105,Error,1.1193893439613638
7,106,Error,1.6007921633732554
7,107,Error,0.6829269993590175
7,108,Error,0.5138097104282416
7,109,Error,1.680050734730653
7,110,1.0028979778289795
7,111,Error,1.8182040049704609
7,112,0.8267295360565186
7,113,1.0675225257873535
7,114,Error,1.4385347848661585
7,115,Error,0.08879442825548106
7,116,0.9181365966796875
7,117,1.2702689170837402
7,118,0.5986268520355225
7,119,0.8394389152526855
7,120,Error,2.1139335412764906
7,121,0.6304969787597656
7,122,0.8566863536834717
7,123,Error,0.5220060705594656
7,124,Error,0.5093706746055506
7,125,Error,1.2158094836446371
7,126,Error,2.7218604633889005
7,127,Error,0.9879966933118197
7,128,Error,0.47421183136079836
7,129,0.8012070655822754
7,130,0.6986384391784668
7,131,1.1015541553497314
7,132,0.6749622821807861
7,133,1.1112892627716064
7,134,Error,2.7407614528565105
7,135,0.8237326145172119
7,136,Error,1.3533557156355867
7,137,1.2854349613189697
7,138,0.63527512550354
7,139,Error,1.1909334336811472
7,140,Error,0.5897724942422915
7,141,Error,0.020729005256526666
7,142,Error,1.56208465512933
7,143,1.0206711292266846
7,144,1.0408999919891357
7,145,Error,1.4604204454210064
7,146,Error,0.14381507400085422
7,147,Error,2.4155222243383636
7,148,Error,1.3666401478454526
7,149,Error,1.317976025004947
7,150,Error,1.7224517264384211
7,151,Error,0.36068312121138457
7,152,0.906160831451416
7,153,Error,0.15655232191139518
7,154,Error,2.1533377759246966
7,155,Error,2.507652342256992
7,156,Error,0.1967556802541507
7,157,Error,1.9952723931758864
