idx,CommunicationRound,TimeCost
6,0,6.358848571777344
6,1,Error,1.0104882260150845
6,2,Error,0.1403800876002044
6,3,Error,1.022787869385532
6,4,Error,0.3915822958351205
6,5,0.44858670234680176
6,6,0.41784071922302246
6,7,0.41582489013671875
6,8,Error,0.8906703945128918
6,9,0.4128150939941406
6,10,Error,1.1036882708804614
6,11,Error,0.10404235407243967
6,12,Error,1.2613800977982377
6,13,0.4090917110443115
6,14,0.4308807849884033
6,15,Error,0.06545558280248506
6,16,Error,1.2119985373263191
6,17,0.415630578994751
6,18,Error,0.7205565057749204
6,19,Error,0.461449811718286
6,20,0.4156785011291504
6,21,Error,0.7116490918019146
6,22,Error,0.8290578669769909
6,23,Error,0.44546741084031055
6,24,Error,0.36479464968425995
6,25,0.4103271961212158
6,26,Error,0.350980819764603
6,27,0.4154844284057617
6,28,Error,1.2966553513906969
6,29,Error,0.7211304835243906
6,30,Error,0.970063494892918
6,31,Error,0.49637516478188987
6,32,Error,0.1875673788846687
6,33,Error,1.0831423705416345
6,34,0.4210398197174072
6,35,0.42655420303344727
6,36,0.41251397132873535
6,37,0.41408443450927734
6,38,Error,0.526581194502796
6,39,Error,0.7988877556287246
6,40,Error,0.33370134654255384
6,41,Error,0.8965983428934567
