idx,CommunicationRound,TimeCost
1,0,Error,15.666701323858183
1,1,Error,1.1760171267256363
1,2,1.062725305557251
1,3,Error,1.5065423630866417
1,4,Error,1.3284483261522517
1,5,0.7795212268829346
1,6,1.1998374462127686
1,7,Error,0.7411212000625591
1,8,0.933565616607666
1,9,Error,2.7912243151480745
1,10,Error,3.1889918819155914
1,11,Error,1.0812229986401207
1,12,Error,2.415376194953008
1,13,Error,0.17653472896961278
1,14,0.7509312629699707
1,15,Error,1.658993034706363
1,16,Error,0.10780657760289017
1,17,1.0728740692138672
1,18,Error,1.2215142635166705
1,19,Error,1.8289211108026253
1,20,Error,0.998064414455598
1,21,1.0814967155456543
1,22,Error,3.080827852244506
1,23,Error,0.7783735187049603
1,24,Error,1.603789200407988
1,25,Error,0.4850787352850979
1,26,Error,0.8646058254697621
1,27,Error,0.12467790597639036
1,28,Error,0.6489484681766223
1,29,1.040658950805664
1,30,1.0417430400848389
1,31,0.7020971775054932
1,32,Error,1.8081535531841166
1,33,Error,0.8156139429205905
1,34,Error,0.6341852063055342
1,35,Error,1.3142541204882703
1,36,0.9952995777130127
1,37,Error,0.7908325679257859
1,38,0.9687814712524414
1,39,Error,1.6321017108278817
1,40,Error,0.695108356520937
1,41,1.1853563785552979
1,42,Error,2.9986961283886653
1,43,0.8374652862548828
1,44,Error,2.7960413125381525
1,45,Error,0.877302417236466
1,46,Error,0.5039016384842981
1,47,Error,0.8246872423155837
1,48,1.2148330211639404
1,49,Error,2.2096380361600274
1,50,1.4724817276000977
1,51,Error,2.852468300165072
1,52,Error,1.2852059884780627
1,53,1.034296989440918
1,54,Error,2.1086207132044033
1,55,1.2728371620178223
1,56,1.331946849822998
1,57,0.7374887466430664
1,58,Error,0.9785005201793324
1,59,0.9276318550109863
1,60,Error,2.0385709695589163
1,61,Error,2.051678508106451
1,62,Error,0.8804248472720699
1,63,Error,0.3875399783320647
1,64,Error,1.4980555005457976
1,65,Error,2.6738093056008667
1,66,Error,1.6376584559534768
1,67,Error,1.683487109295336
1,68,Error,0.8471101304624565
1,69,Error,1.424822730519881
1,70,Error,0.9365233861163194
1,71,0.8376145362854004
1,72,Error,0.5093114962150794
1,73,Error,1.9917092041634705
1,74,Error,2.448604413310047
1,75,Error,1.7582502944760412
1,76,Error,1.9836996316230249
1,77,1.1642069816589355
1,78,Error,0.7577304515533758
1,79,Error,1.19870522043946
1,80,Error,0.4371300091071471
1,81,Error,0.7187204237298409
1,82,0.9322028160095215
1,83,0.8124597072601318
1,84,Error,2.4991339152327345
1,85,Error,0.4311329699374947
1,86,1.4645171165466309
1,87,1.1070988178253174
1,88,Error,0.5625379578429021
1,89,Error,1.1657886945363973
1,90,0.8228182792663574
1,91,Error,0.5751741977237093
1,92,Error,0.18644737030550182
1,93,0.9532437324523926
1,94,Error,1.8004728993312724
1,95,Error,2.5215188737517447
1,96,Error,3.788392015295254
1,97,Error,0.03904906753523288
1,98,Error,1.6998782795234468
1,99,Error,0.4223799411861451
1,100,0.7017669677734375
1,101,Error,2.8618780711904814
1,102,Error,1.6541237816051824
1,103,1.1684627532958984
1,104,Error,1.7560013474555225
1,105,Error,1.4196243358513887
1,106,0.9915614128112793
1,107,1.1723389625549316
1,108,1.314659833908081
1,109,0.9368774890899658
1,110,Error,1.1360581636710256
1,111,1.4573719501495361
1,112,Error,0.2126547311669578
1,113,Error,0.11303289818059865
1,114,Error,0.23823029032137077
1,115,Error,2.3450833928191406
1,116,0.9552106857299805
1,117,Error,0.8027826440443777
1,118,Error,0.8391243525948779
1,119,Error,2.448038999590923
1,120,Error,0.22405612739670452
1,121,1.3707315921783447
1,122,1.0652813911437988
1,123,Error,1.0158848450371716
1,124,Error,2.6706779225944284
1,125,Error,1.6811919393126789
1,126,1.119572401046753
1,127,Error,1.3667059261004124
1,128,1.1719281673431396
1,129,Error,2.4242767015537465
1,130,Error,0.8546701764839065
1,131,Error,0.2650557131739094
1,132,1.1997458934783936
1,133,Error,1.4737861184020555
1,134,0.6401264667510986
1,135,Error,1.710131106770453
1,136,Error,1.1892207012171312
1,137,Error,2.0287268212603924
1,138,Error,1.3061674103494856
1,139,Error,0.4589553203683517
1,140,Error,0.7043206413241169
