idx,CommunicationRound,TimeCost
9,0,6.8937647342681885
9,1,0.2571218013763428
9,2,0.22596216201782227
9,3,0.16734933853149414
9,4,Error,0.22011385384648552
9,5,Error,0.24685358805723565
9,6,Error,0.16353474878363633
9,7,0.1716454029083252
9,8,Error,0.2855934042651125
9,9,Error,0.06432048202661031
9,10,Error,0.04967048990692165
9,11,0.15567922592163086
9,12,0.16979694366455078
9,13,Error,0.014944017544200779
9,14,0.1614527702331543
9,15,Error,0.006403268329696376
9,16,Error,0.07355922374447604
9,17,0.19818425178527832
9,18,Error,0.3020679576243199
9,19,Error,0.10684409162083429
9,20,0.15562009811401367
9,21,0.21322894096374512
9,22,Error,0.06565888669669419
9,23,0.15195274353027344
9,24,0.19812512397766113
9,25,Error,0.7484844783444271
9,26,0.17777729034423828
9,27,0.18059468269348145
9,28,0.2622795104980469
9,29,Error,0.5861731721526012
9,30,Error,0.23562758144846824
9,31,0.26611804962158203
9,32,Error,0.0619418475200508
9,33,Error,0.031149163894858382
9,34,Error,0.38639423488005054
9,35,Error,0.45197278636514476
9,36,Error,0.23041602528099048
9,37,Error,0.2506353025585154
9,38,Error,0.09352728470790266
9,39,0.13009953498840332
9,40,0.1802356243133545
9,41,Error,0.10889185734330574
9,42,Error,0.3909302409365051
9,43,Error,0.29156925511373893
9,44,0.15244340896606445
9,45,Error,0.5191774446351295
9,46,0.21825051307678223
9,47,0.14009571075439453
9,48,Error,0.2455667035241658
9,49,0.20431017875671387
9,50,0.131699800491333
9,51,0.2516486644744873
9,52,0.2515146732330322
9,53,Error,0.4072741822480444
9,54,0.25888657569885254
9,55,0.20508408546447754
9,56,Error,0.30606798819774816
9,57,Error,0.13856562552478516
9,58,0.2665843963623047
9,59,Error,0.6822415113123192
9,60,Error,0.4322654473145924
9,61,Error,0.5492611119277215
9,62,0.2444908618927002
9,63,0.2326211929321289
9,64,Error,0.03654746289855615
9,65,Error,0.43362621063022405
9,66,Error,0.17506192178930938
9,67,0.24384403228759766
9,68,0.23609185218811035
9,69,Error,0.12147269428697807
9,70,Error,0.2759540247648286
9,71,0.15878510475158691
9,72,Error,0.2898516416112448
9,73,Error,0.5928689245896404
9,74,Error,0.1869248525506807
9,75,0.26264119148254395
9,76,Error,0.24761562409617616
9,77,0.22188997268676758
9,78,0.17246174812316895
9,79,0.16318178176879883
9,80,0.1460714340209961
9,81,0.21428871154785156
9,82,0.1906580924987793
9,83,Error,0.2645141730318436
9,84,Error,0.12261514429231307
9,85,Error,0.4590884980082395
9,86,0.22678208351135254
9,87,Error,0.14603903527775777
9,88,0.2834656238555908
9,89,Error,0.05099271810564156
9,90,Error,0.020668692864632455
9,91,Error,0.5620714471095185
9,92,0.19286608695983887
9,93,Error,0.5618471630117053
9,94,Error,0.5068413106918478
9,95,0.23441648483276367
9,96,Error,0.07844487182152955
9,97,Error,0.0983201102529768
9,98,Error,0.4721740753851174
9,99,0.1842632293701172
9,100,Error,0.6780583609975056
9,101,0.18053770065307617
9,102,Error,0.1412753814556122
9,103,Error,0.157502611377481
9,104,0.17216849327087402
9,105,0.23231124877929688
9,106,Error,0.15579560774493242
9,107,Error,0.7219022505658741
9,108,Error,0.0351252429296456
9,109,0.20988059043884277
9,110,0.14712023735046387
9,111,0.15999054908752441
9,112,Error,0.3189738874955076
9,113,Error,0.41568755288903164
9,114,0.24031472206115723
9,115,0.1724870204925537
9,116,0.13873791694641113
9,117,0.13936972618103027
9,118,0.1788041591644287
9,119,Error,0.38774731292912124
9,120,Error,0.25255276130045456
9,121,0.22247791290283203
9,122,Error,0.231815258080625
9,123,0.17714214324951172
9,124,Error,0.12870343936909082
9,125,0.14164066314697266
9,126,0.24187612533569336
