idx,CommunicationRound,TimeCost
6,0,6.429445505142212
6,1,Error,0.8985186155924079
6,2,Error,0.11116388883961566
6,3,Error,0.730310780300129
6,4,Error,0.2515059368668489
6,5,0.2687087059020996
6,6,0.27440357208251953
6,7,0.27813053131103516
6,8,Error,0.5961531837343073
6,9,0.27001476287841797
6,10,Error,0.7371742583204018
6,11,Error,0.06930479191588292
6,12,Error,0.8152678319609262
6,13,0.26766538619995117
6,14,0.27843403816223145
6,15,Error,0.041536235823590215
6,16,Error,0.8236432709607467
6,17,0.2698848247528076
6,18,Error,0.4681468840062057
6,19,Error,0.2964636916781292
6,20,0.26844048500061035
6,21,Error,0.44653119236601596
6,22,Error,0.5210964092691168
6,23,Error,0.30140464544591317
6,24,Error,0.22984921669249556
6,25,0.2690296173095703
6,26,Error,0.252246188634997
6,27,0.3428955078125
6,28,Error,0.8347035799847744
6,29,Error,0.5091911364415387
6,30,Error,0.6991673399435258
6,31,Error,0.3738508462800363
6,32,Error,0.15552751396047232
6,33,Error,0.8756508239091061
6,34,0.34158968925476074
6,35,0.32929253578186035
6,36,0.3528463840484619
6,37,0.3374648094177246
6,38,Error,0.4037388898598057
6,39,Error,0.6549752731128848
6,40,Error,0.25718564313272074
6,41,Error,0.7774229108224746
6,42,Error,0.519799451595727
6,43,Error,0.4145395058666865
6,44,0.3402519226074219
6,45,Error,0.21003064441358052
6,46,Error,0.7794994638227012
6,47,Error,0.8451661423766487
6,48,Error,1.1756691306154181
6,49,Error,0.4193047540954609
6,50,0.35199403762817383
6,51,Error,0.5541533875044521
6,52,Error,0.23491601375125415
6,53,0.39271116256713867
6,54,Error,0.5134448324157294
6,55,Error,0.5335237378718606
6,56,Error,1.111083124867256
6,57,Error,0.8214548304325356
6,58,Error,0.5075795647299187
6,59,Error,0.489664208238634
6,60,Error,0.9810163930022036
6,61,0.27228856086730957
6,62,Error,0.44550676559553604
6,63,Error,0.5555024016895449
6,64,0.3384103775024414
6,65,Error,0.6696359996229561
6,66,Error,0.2808764274471302
6,67,Error,0.8468403649053908
6,68,Error,0.006466959677141224
6,69,Error,0.8291027985211532
6,70,Error,0.7432002073013465
6,71,Error,0.35787803421850645
6,72,Error,0.4535041164768288
6,73,Error,0.26161197674212133
6,74,Error,0.2668436066859527
6,75,Error,1.0831019467760357
6,76,Error,0.32801851408341776
6,77,Error,0.31845523563036504
6,78,0.3266162872314453
6,79,Error,0.15926535086818458
6,80,Error,0.9413445539691607
6,81,0.3282511234283447
6,82,Error,0.1788879653079111
6,83,0.33103108406066895
6,84,Error,0.7874011176622606
6,85,0.3761005401611328
6,86,Error,0.2556736332211309
6,87,Error,0.11422177673602217
6,88,Error,0.8720729189234507
6,89,Error,0.8100206636589483
6,90,Error,0.7048926158737654
6,91,0.3998687267303467
6,92,Error,1.0734343660453531
6,93,Error,0.15756117925272317
6,94,0.3052523136138916
6,95,Error,0.821734660125696
6,96,Error,0.28613843138551043
6,97,0.33928632736206055
6,98,Error,0.07584344164106228
6,99,0.31519293785095215
6,100,Error,0.037846359049738064
6,101,Error,0.6484775502739215
6,102,Error,0.24826551194491328
6,103,0.3355903625488281
6,104,0.3439512252807617
6,105,Error,0.4268222528103416
6,106,0.36847853660583496
6,107,Error,0.37514661018452516
6,108,Error,0.7467452781493449
6,109,0.32830190658569336
6,110,Error,0.6623308780303659
6,111,0.2830946445465088
6,112,Error,0.34043402715240184
6,113,0.3243839740753174
6,114,Error,0.9608647824136892
6,115,0.36715197563171387
6,116,Error,0.45642697530292536
6,117,Error,1.1174000028875655
6,118,Error,0.7169795756346716
6,119,Error,0.03936574361068068
6,120,Error,0.09686626786268922
6,121,Error,0.3112376990938735
6,122,Error,0.29499070312222175
6,123,0.37280774116516113
6,124,Error,0.4966329490313666
6,125,0.3363809585571289
6,126,Error,0.8633379543790592
6,127,0.38274312019348145
6,128,Error,0.48530762151132484
6,129,0.3610854148864746
6,130,0.37485527992248535
6,131,0.35358262062072754
6,132,Error,0.16594786082365354
6,133,Error,1.0163126234521875
6,134,Error,0.11882858786188888
6,135,Error,0.2204559120712393
6,136,Error,1.0679044874515937
6,137,0.2963595390319824
6,138,Error,0.41607834086803436
6,139,Error,0.2899786968798069
6,140,Error,0.07485523899131195
6,141,Error,0.8186977897436855
6,142,Error,0.4352350263268699
6,143,0.3569934368133545
6,144,Error,0.26516877146640727
6,145,0.39748334884643555
6,146,Error,0.9288518416772651
6,147,Error,0.037723503298381623
6,148,0.4118053913116455
6,149,Error,0.34161568920577257
6,150,Error,0.9328484025219732
6,151,Error,0.531406723728914
6,152,0.3680722713470459
6,153,Error,0.4959364697614714
6,154,Error,0.6454408069838766
6,155,0.30531764030456543
6,156,Error,0.7965775900926172
6,157,Error,0.20081681984731328
6,158,Error,0.4929802404324276
6,159,Error,0.1968749671293966
6,160,Error,0.06499586046004009
6,161,0.39855003356933594
6,162,Error,0.05371937100054381
6,163,0.37312793731689453
6,164,Error,1.1922637532648181
6,165,Error,0.8304063676173541
6,166,Error,0.788988885428092
6,167,Error,0.6231694646913581
6,168,Error,0.9222515945926728
6,169,Error,0.19806419217191118
6,170,0.4226222038269043
6,171,Error,0.009098036182319132
6,172,Error,0.4967146057172021
6,173,Error,0.7858570422316628
6,174,0.30654096603393555
6,175,Error,0.9270964842192219
6,176,Error,0.8365022017438047
6,177,Error,0.1461248918617757
6,178,Error,0.3171427337527937
6,179,Error,0.5687853043900406
6,180,Error,0.9550257561422645
6,181,Error,0.4732691092612011
6,182,Error,0.10657208489169397
6,183,Error,0.3103055431424525
6,184,Error,0.7459260844608631
6,185,Error,0.009431563924320555
6,186,Error,0.9702416527078224
6,187,Error,0.43490188647971545
6,188,Error,0.8405933001233515
6,189,Error,0.5907930669890814
6,190,Error,0.3683794304366759
6,191,0.28804802894592285
6,192,Error,0.6256779470124998
6,193,0.3314187526702881
6,194,Error,0.2682392025435976
6,195,0.38847827911376953
6,196,Error,0.879501362646849
6,197,Error,0.47133031999130875
6,198,Error,0.6246725390324576
6,199,0.3405454158782959
6,200,0.4198031425476074
6,201,0.315310001373291
6,202,0.2853541374206543
6,203,Error,0.2960520479892912
6,204,Error,0.8477668930787154
6,205,Error,0.6661990888726383
6,206,Error,0.16328021658294498
6,207,0.36745405197143555
6,208,Error,0.8783436601775686
6,209,0.34957027435302734
6,210,0.3884117603302002
6,211,Error,0.10867188081748216
6,212,Error,0.845982111197103
6,213,Error,0.16343685469556204
6,214,0.3327512741088867
6,215,0.33419299125671387
6,216,Error,0.4600247988114295
6,217,Error,0.7482497603168442
6,218,Error,0.009510083904437633
6,219,Error,0.31111283031819925
6,220,Error,0.387524783136129
6,221,Error,0.2552242506851332
6,222,Error,0.4717516642122819
6,223,0.3304266929626465
6,224,0.33182263374328613
6,225,0.3647315502166748
6,226,0.35982370376586914
6,227,Error,1.02548935047794
6,228,Error,0.6567071812376032
6,229,Error,0.28424667969043366
6,230,Error,0.753660847503065
6,231,Error,0.1498225450494636
6,232,0.45101046562194824
6,233,Error,0.9513935659960493
6,234,Error,0.5592144098737715
6,235,Error,0.19996190906867106
6,236,Error,0.2160134622191802
6,237,0.31564903259277344
6,238,0.31270551681518555
6,239,Error,0.5246931309991635
6,240,Error,0.24693794548804812
6,241,Error,0.9356206123860905
6,242,0.32061314582824707
6,243,Error,0.8292996719828624
6,244,Error,0.7488611429235956
6,245,0.2866029739379883
6,246,Error,0.817808790450879
6,247,Error,0.6288523014553465
6,248,Error,0.9438127864882659
6,249,Error,0.005669346997128935
6,250,Error,0.966657110637379
6,251,Error,0.34498964627922213
6,252,Error,0.7917270971387317
6,253,Error,0.4467341643208747
6,254,Error,0.2851557028553534
6,255,Error,0.2747767265456177
6,256,Error,1.0748941735829494
6,257,Error,1.0010537816767233
6,258,Error,0.3337855061828167
6,259,0.40181946754455566
6,260,Error,0.244660856956765
6,261,0.3980133533477783
6,262,Error,0.4827482239764442
6,263,Error,0.3024141209236868
6,264,Error,0.2522194671955301
6,265,Error,0.6604469503883313
6,266,0.38961029052734375
6,267,Error,0.4736023232090949
6,268,Error,0.15292072578530777
6,269,Error,0.548098318042713
6,270,Error,0.5234695059872083
6,271,0.34723353385925293
6,272,Error,0.5652443595141763
6,273,Error,0.5148891299571653
6,274,0.38443732261657715
6,275,Error,0.9299661034388268
6,276,Error,1.3193103889749809
6,277,0.3401916027069092
6,278,Error,1.009149375667187
6,279,Error,0.42956092265738954
6,280,Error,0.3322164938547268
6,281,Error,0.06055455357714925
6,282,Error,0.9871691548693142
6,283,Error,0.7963540766959382
6,284,Error,0.6897167933291554
6,285,Error,0.03976132525739212
6,286,Error,0.20686546680048942
6,287,0.33330583572387695
6,288,Error,0.07666605701710108
6,289,0.34978199005126953
6,290,0.3918955326080322
6,291,Error,0.2739681753083501
6,292,Error,0.8572321246813939
6,293,Error,0.6320238179416918
6,294,Error,0.03606508100394298
6,295,Error,1.2951179630441838
6,296,Error,0.9654637786693032
6,297,Error,0.7739562481507883
6,298,Error,0.36043558180396895
6,299,Error,0.6775326923260138
6,300,Error,0.21012587141308095
6,301,Error,0.14462741426232664
6,302,0.4461350440979004
6,303,Error,0.7308459770642624
6,304,Error,0.7543083218937267
6,305,Error,0.15134110499636405
6,306,Error,1.0899930645625082
6,307,Error,0.7532576296716095
6,308,0.345348596572876
6,309,Error,0.05418078739944405
6,310,0.3344285488128662
6,311,0.3790607452392578
6,312,Error,0.5995057876597832
6,313,0.31302881240844727
6,314,0.3760967254638672
6,315,0.32196497917175293
6,316,0.4093151092529297
6,317,Error,0.5727334313541618
6,318,Error,0.5704680012877422
6,319,Error,0.05061936475208212
6,320,Error,0.1882673671238256
6,321,Error,0.12423270490771204
6,322,Error,0.23435400516688484
